number,title,arc,series,japanese_air_date,english_air_date,filler_status,characters
349,The Mask that Hides the Heart,Kakashi's Anbu Arc: The Shinobi That Lives in the Darkness,Shippuden,"February 06, 2014","October 04, 2016",Filler,"['Kakashi Hatake', 'Rin Nohara', 'Kinoe', 'Might Guy', 'Asuma Sarutobi', 'Kurenai Yūhi', 'Genma Shiranui', 'Raidō Namiashi', 'Minato Namikaze', 'Kushina Uzumaki', 'Hiruzen Sarutobi', 'Danzō', 'Shikaku Nara', 'Homura Mitokado', 'Koharu Utatane', 'Fire Daimyō', 'Orochimaru', 'Ōnoki', 'Fourth Kazekage']"
350,Minato's Death,Kakashi's Anbu Arc: The Shinobi That Lives in the Darkness,Shippuden,"February 13, 2014","October 04, 2016",Filler,"['Kakashi Hatake', 'Minato Namikaze', 'Kushina Uzumaki', 'Might Guy', 'Kurenai Yūhi', 'Kinoe', 'Hiruzen Sarutobi', 'Danzō', 'Shikaku Nara', 'Homura Mitokado', 'Koharu Utatane']"
351,Hashirama's Cells,Kakashi's Anbu Arc: The Shinobi That Lives in the Darkness,Shippuden,"February 20, 2014","October 04, 2016",Filler,"['Kakashi Hatake', 'Minato Namikaze', 'Hiruzen Sarutobi', 'Danzō', 'Kinoe', 'Might Guy', 'Asuma Sarutobi', 'Kurenai Yūhi', 'Genma Shiranui', 'Raidō Namiashi', 'Orochimaru', 'Fire Daimyō']"
352,The Rogue Ninja: Orochimaru,Kakashi's Anbu Arc: The Shinobi That Lives in the Darkness,Shippuden,"February 27, 2014","October 04, 2016",Filler,"['Kakashi Hatake', 'Kinoe', 'Orochimaru', 'Hiruzen Sarutobi', 'Danzō', 'Monkey King: Enma', 'Pakkun', 'Yukimi', 'Gotta', 'Kinoto']"
353,Orochimaru's Test Subject,Kakashi's Anbu Arc: The Shinobi That Lives in the Darkness,Shippuden,"March 06, 2014","October 04, 2016",Filler,"['Kakashi Hatake', 'Kinoe', 'Yukimi', 'Gotta']"
354,Their Own Paths,Kakashi's Anbu Arc: The Shinobi That Lives in the Darkness,Shippuden,"March 06, 2014","October 04, 2016",Filler,"['Kakashi Hatake', 'Kinoe', 'Orochimaru', 'Yukimi', 'Gotta', 'Pakkun']"
355,The Targeted Sharingan,Kakashi's Anbu Arc: The Shinobi That Lives in the Darkness,Shippuden,"March 13, 2014","October 04, 2016",Filler,"['Kakashi Hatake', 'Kinoe', 'Hiruzen Sarutobi', 'Danzō', 'Orochimaru', 'Yūgao Uzuki', 'Kinoto']"
356,A Shinobi of the Leaf,Kakashi's Anbu Arc: The Shinobi That Lives in the Darkness,Shippuden,"March 20, 2014","October 04, 2016",Filler,"['Kakashi Hatake', 'Kinoe', 'Hiruzen Sarutobi', 'Danzō', 'Yūgao Uzuki', 'Kinoto', 'Hinoe', 'Hinoto']"
357,An Uchiha Anbu,Kakashi's Anbu Arc: The Shinobi That Lives in the Darkness,Shippuden,"April 03, 2014","October 04, 2016",Filler,"['Kakashi Hatake', 'Might Guy', 'Yamato', 'Sasuke Uchiha', 'Itachi Uchiha', 'Hiruzen Sarutobi', 'Danzō', 'Asuma Sarutobi', 'Kurenai Yūhi', 'Fugaku Uchiha', 'Kosuke Maruboshi']"
358,Coup d'État,Kakashi's Anbu Arc: The Shinobi That Lives in the Darkness,Shippuden,"April 10, 2014","October 04, 2016",Filler,"['Kakashi Hatake', 'Itachi Uchiha', 'Sasuke Uchiha', 'Shisui Uchiha', 'Yamato', 'Hiruzen Sarutobi', 'Danzō', 'Homura Mitokado', 'Koharu Utatane', 'Ao', 'Fugaku Uchiha', 'Mikoto Uchiha', 'Tekka Uchiha', 'Inabi Uchiha']"
359,The Night of the Tragedy,Kakashi's Anbu Arc: The Shinobi That Lives in the Darkness,Shippuden,"April 17, 2014","October 04, 2016",Filler,"['Kakashi Hatake', 'Naruto Uzumaki', 'Sasuke Uchiha', 'Itachi Uchiha', 'Might Guy', 'Yamato', 'Hiruzen Sarutobi', 'Danzō', 'Homura Mitokado', 'Koharu Utatane', 'Asuma Sarutobi', 'Fugaku Uchiha', 'Yūgao Uzuki', 'Obito Uchiha', 'Kakashi Hatake', 'Obito Uchiha']"
360,Jōnin Leader,Kakashi's Anbu Arc: The Shinobi That Lives in the Darkness,Shippuden,"April 24, 2014","October 04, 2016",Filler,"['Kakashi Hatake', 'Hiruzen Sarutobi', 'Minato Namikaze', 'Kakashi Hatake', 'Obito Uchiha', 'Rin Nohara', 'Might Guy', 'Asuma Sarutobi', 'Kurenai Yūhi', 'Neji Hyūga', 'Tenten', 'Rock Lee']"
361,Team 7 (episode),Kakashi's Anbu Arc: The Shinobi That Lives in the Darkness,Shippuden,"May 08, 2014","October 04, 2016",Filler,"['Kakashi Hatake', 'Hiruzen Sarutobi', 'Iruka Umino', 'Asuma Sarutobi', 'Kurenai Yūhi', 'Yamato', 'Naruto Uzumaki', 'Sasuke Uchiha', 'Sakura Haruno', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Kiba Inuzuka', 'Minato Namikaze', 'Obito Uchiha', 'Mebuki Haruno', 'Kizashi Haruno', 'Jiraiya', 'Tsunade', 'Orochimaru', 'Rin Nohara']"
362,Kakashi's Resolve,Fourth Shinobi World War: Climax,Shippuden,"May 15, 2014","January 17, 2017",Mixed,"['Naruto Uzumaki', 'Kakashi Hatake', 'Might Guy', 'Kurama', 'Killer B', 'Gyūki', 'Madara Uchiha', 'Obito Uchiha', 'Kakashi Hatake', 'Obito Uchiha']"
363,The Allied Shinobi Forces Technique,Fourth Shinobi World War: Climax,Shippuden,"May 22, 2014","January 17, 2017",Canon,"['Naruto Uzumaki', 'Kakashi Hatake', 'Might Guy', 'Kurama', 'Killer B', 'Gyūki', 'Obito Uchiha', 'Madara Uchiha', 'Sakura Haruno', 'Shikamaru Nara', 'Ino Yamanaka', 'Chōji Akimichi', 'Hinata Hyūga', 'Kiba Inuzuka', 'Temari', 'Sai', 'Rock Lee', 'Shizune', 'Shikaku Nara', 'Inoichi Yamanaka', 'Mifune', 'Ao', 'Hiashi Hyūga', 'Darui', 'C', 'Karui', 'Omoi', 'Kitsuchi']"
364,The Ties That Bind,Fourth Shinobi World War: Climax,Shippuden,"June 05, 2014","January 17, 2017",Canon,"['Naruto Uzumaki', 'Hinata Hyūga', 'Neji Hyūga', 'Kakashi Hatake', 'Kurama', 'Killer B', 'Obito Uchiha', 'Madara Uchiha', 'Sakura Haruno', 'Shikamaru Nara', 'Chōji Akimichi', 'Kiba Inuzuka', 'Rock Lee', 'Karui', 'Omoi', 'Kitsuchi', 'Shikaku Nara', 'Inoichi Yamanaka', 'Hiashi Hyūga', 'Ao', 'Allied Shinobi Forces']"
365,The Invisible Dancers (episode),Fourth Shinobi World War: Climax,Shippuden,"June 12, 2014","January 17, 2017",Canon,"['Naruto Uzumaki', 'Hinata Hyūga', 'Neji Hyūga', 'Kakashi Hatake', 'Might Guy', 'Killer B', 'Madara Uchiha', 'Obito Uchiha', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Kiba Inuzuka', 'Rock Lee', 'Tenten', 'Temari', 'C', 'Mifune', 'Sasuke Uchiha', 'Suigetsu', 'Jūgo', 'Orochimaru', 'Zetsu', 'Shikaku Nara', 'Inoichi Yamanaka', 'Hiashi Hyūga', 'Kurama']"
366,The All-Knowing,Fourth Shinobi World War: Climax,Shippuden,"June 19, 2014","January 17, 2017",Canon,"['Sasuke Uchiha', 'Suigetsu', 'Orochimaru', 'Hashirama Senju', 'Tobirama Senju', 'Hiruzen Sarutobi', 'Minato Namikaze', 'Madara Uchiha', 'Tsunade']"
367,Hashirama and Madara (episode),Fourth Shinobi World War: Climax,Shippuden,"July 03, 2014","January 17, 2017",Canon,"['Hashirama Senju', 'Hashirama Senju', 'Madara Uchiha', 'Butsuma Senju', 'Tobirama Senju', 'Itama Senju']"
368,Warring States Period (episode),Fourth Shinobi World War: Climax,Shippuden,"July 10, 2014","January 17, 2017",Canon,"['Hashirama Senju', 'Tobirama Senju', 'Madara Uchiha', 'Hashirama Senju', 'Tobirama Senju', 'Madara Uchiha', 'Butsuma Senju', 'Tajima Uchiha', 'Izuna Uchiha', 'Izuna Uchiha']"
369,My True Dream,Fourth Shinobi World War: Climax,Shippuden,"July 24, 2014","January 17, 2017",Canon,"['Hashirama Senju', 'Tobirama Senju', 'Hashirama Senju', 'Madara Uchiha', 'Madara Uchiha']"
370,Sasuke's Answer (episode),Fourth Shinobi World War: Climax,Shippuden,"July 31, 2014","January 17, 2017",Canon,"['Sasuke Uchiha', 'Suigetsu', 'Karin', 'Jūgo', 'Hashirama Senju', 'Tobirama Senju', 'Hiruzen Sarutobi', 'Minato Namikaze', 'Madara Uchiha', 'Orochimaru']"
371,Hole,Fourth Shinobi World War: Climax,Shippuden,"August 07, 2014","January 17, 2017",Canon,"['Naruto Uzumaki', 'Kakashi Hatake', 'Obito Uchiha', 'Kurama', 'Killer B', 'Gyūki', 'Madara Uchiha', 'Sakura Haruno', 'Hinata Hyūga', 'Chōji Akimichi', 'Kiba Inuzuka', 'Omoi', 'Kitsuchi', 'Kurotsuchi', 'Pakkun', 'Shiba', 'Kakashi Hatake', 'Obito Uchiha', 'Rin', 'Allied Shinobi Forces']"
372,Something to Fill the Hole,Fourth Shinobi World War: Climax,Shippuden,"August 14, 2014","January 17, 2017",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Sasuke Uchiha', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Hinata Hyūga', 'Kiba Inuzuka', 'Shino Aburame', 'Kakashi Hatake', 'Obito Uchiha', 'Kurama', 'Killer B', 'Gyūki', 'Hashirama Senju', 'Tobirama Senju', 'Hiruzen Sarutobi', 'Minato Namikaze', 'Might Guy', 'Rock Lee', 'Omoi', 'Kitsuchi', 'Kurotsuchi', 'Allied Shinobi Forces', 'Madara Uchiha']"
373,"Team 7, Assemble!",Fourth Shinobi World War: Climax,Shippuden,"August 21, 2014","January 17, 2017",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Sasuke Uchiha', 'Hashirama Senju', 'Tobirama Senju', 'Minato Namikaze', 'Hiruzen Sarutobi', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Sai', 'Madara Uchiha', 'Tsunade', 'Shizune', 'Mifune', 'Neji Hyūga', 'Jūgo']"
374,The New Three-Way Deadlock,Fourth Shinobi World War: Climax,Shippuden,"August 28, 2014","January 17, 2017",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Sasuke Uchiha', 'Jiraiya', 'Tsunade', 'Orochimaru', 'Gamakichi', 'Katsuyu', 'Aoda', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Sai', 'Shizune', 'Tobirama Senju', 'Hiruzen Sarutobi', 'Minato Namikaze', 'Suigetsu', 'Jūgo', 'Karin', 'Allied Shinobi Forces']"
375,Kakashi vs. Obito,Fourth Shinobi World War: Climax,Shippuden,"September 04, 2014","April 04, 2017",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Sasuke Uchiha', 'Kakashi Hatake', 'Obito Uchiha', 'Kakashi Hatake', 'Obito Uchiha', 'Madara Uchiha', 'Shikamaru Nara', 'Ino Yamanaka', 'Sai', 'Jūgo', 'Gamakichi', 'Katsuyu', 'Aoda', 'Hashirama Senju', 'Tobirama Senju', 'Minato Namikaze', 'Tsunade', 'Gaara', 'A (Fourth Raikage)', 'Mei Terumī', 'Ōnoki']"
376,The Directive to Take the Nine-Tails,,Shippuden,"September 11, 2014","April 04, 2017",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Sai', 'Kakashi Hatake', 'Yamato', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Neji Hyūga', 'Hinata Hyūga', 'Kiba Inuzuka', 'Shino Aburame', 'Tenten', 'Rock Lee', 'Tsunade', 'Sasuke Uchiha', 'Orochimaru', 'Kabuto Yakushi', 'Itachi Uchiha', 'Pain', 'Konohamaru']"
377,Naruto vs. Mecha-Naruto,,Shippuden,"September 11, 2014","April 04, 2017",Filler,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Yamato', 'Jiraiya', 'Tsunade', 'Chōji Akimichi', 'Kiba Inuzuka', 'Neji Hyūga', 'Orochimaru', 'Itachi Uchiha', 'Deidara', 'Gaara', 'Kurama']"
378,The Ten-Tails' Jinchūriki (episode),Birth of the Ten-Tails' Jinchūriki,Shippuden,"September 18, 2014","April 04, 2017",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Sasuke Uchiha', 'Hinata Hyūga', 'Hashirama Senju', 'Tobirama Senju', 'Hiruzen Sarutobi', 'Minato Namikaze', 'Madara Uchiha', 'Obito Uchiha', 'Obito Uchiha', 'Might Guy', 'Killer B', 'Gyūki', 'Hiashi Hyūga', 'Darui', 'Gamakichi']"
379,An Opening,Birth of the Ten-Tails' Jinchūriki,Shippuden,"September 25, 2014","April 04, 2017",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Sasuke Uchiha', 'Madara Uchiha', 'Obito Uchiha', 'Shikamaru Nara', 'Ino Yamanaka', 'Hinata Hyūga', 'Kiba Inuzuka', 'Temari', 'Gamakichi', 'Hashirama Senju', 'Tobirama Senju', 'Minato Namikaze', 'Allied Shinobi Forces', 'Kurama']"
380,The Day Naruto Was Born,Birth of the Ten-Tails' Jinchūriki,Shippuden,"October 02, 2014","April 04, 2017",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Sasuke Uchiha', 'Hashirama Senju', 'Tobirama Senju', 'Minato Namikaze', 'Kurama', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Hinata Hyūga', 'Kiba Inuzuka', 'Shino Aburame', 'Rock Lee', 'Madara Uchiha', 'Obito Uchiha', 'Killer B', 'Gyūki', 'Katsuyu', 'Kitsuchi', 'Jūgo']"
381,God Tree (episode),Birth of the Ten-Tails' Jinchūriki,Shippuden,"October 09, 2014","April 04, 2017",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Chōji Akimichi', 'Ino Yamanaka', 'Kurama', 'Hashirama Senju', 'Tobirama Senju', 'Hiruzen Sarutobi', 'Minato Namikaze', 'Madara Uchiha', 'Obito Uchiha', 'Killer B', 'Gyūki', 'Katsuyu', 'Jūgo']"
382,A Shinobi's Dream,Birth of the Ten-Tails' Jinchūriki,Shippuden,"October 16, 2014","April 04, 2017",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Sasuke Uchiha', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Hinata Hyūga', 'Kiba Inuzuka', 'Sai', 'Hashirama Senju', 'Tobirama Senju', 'Hiruzen Sarutobi', 'Minato Namikaze', 'Madara Uchiha', 'Obito Uchiha', 'Katsuyu', 'Kurama', 'Tsunade', 'Mei Terumī', 'Ōnoki', 'Orochimaru', 'Suigetsu', 'Jūgo', 'Karin', 'Allied Shinobi Forces']"
383,Pursuing Hope,Birth of the Ten-Tails' Jinchūriki,Shippuden,"October 23, 2014","April 04, 2017",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Sasuke Uchiha', 'Kakashi Hatake', 'Might Guy', 'Killer B', 'Hashirama Senju', 'Tobirama Senju', 'Hiruzen Sarutobi', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Hinata Hyūga', 'Kiba Inuzuka', 'Shino Aburame', 'Sai', 'Rock Lee', 'Tenten', 'Tsunade', 'Gaara', 'A (Fourth Raikage)', 'Mei Terumī', 'Ōnoki', 'Mifune', 'Orochimaru', 'Obito Uchiha']"
384,A Heart Filled With Comrades,Birth of the Ten-Tails' Jinchūriki,Shippuden,"October 30, 2014","April 04, 2017",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Sasuke Uchiha', 'Kakashi Hatake', 'Obito Uchiha', 'Shikamaru Nara', 'Kiba Inuzuka', 'Shino Aburame', 'Rock Lee', 'Tenten', 'Kurama', 'Hashirama Senju', 'Hiruzen Sarutobi', 'Minato Namikaze', 'Gaara', 'Killer B', 'Gyūki', 'Jūgo']"
385,Obito Uchiha (episode),Birth of the Ten-Tails' Jinchūriki,Shippuden,"November 06, 2014","April 04, 2017",Mixed,"['Naruto Uzumaki', 'Obito Uchiha', 'Minato Namikaze', 'Kakashi Hatake', 'Obito Uchiha', 'Rin Nohara', 'Hiruzen Sarutobi', 'Genzō']"
386,I'm Always Watching,Birth of the Ten-Tails' Jinchūriki,Shippuden,"November 13, 2014","April 04, 2017",Mixed,"['Naruto Uzumaki', 'Obito Uchiha', 'Minato Namikaze', 'Kakashi Hatake', 'Obito Uchiha', 'Rin Nohara', 'Hiruzen Sarutobi', 'Might Guy']"
387,The Promise That Was Kept,Birth of the Ten-Tails' Jinchūriki,Shippuden,"November 20, 2014","April 04, 2017",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Kakashi Hatake', 'Obito Uchiha', 'Minato Namikaze', 'Kakashi Hatake', 'Obito Uchiha', 'Rin Nohara', 'Tsunade', 'Might Guy', 'C', 'Shukaku', 'Matatabi', 'Isobu', 'Son Gokū', 'Kokuō', 'Saiken', 'Chōmei', 'Gyūki']"
388,My First Friend,Birth of the Ten-Tails' Jinchūriki,Shippuden,"November 27, 2014","April 04, 2017",Filler,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Kakashi Hatake', 'Obito Uchiha', 'Gaara', 'Kankurō', 'Temari', 'Yashamaru', 'Fourth Kazekage', 'Hashirama Senju', 'Shikamaru Nara', 'Sai', 'Shukaku', 'Son Gokū', 'Allied Shinobi Forces']"
389,The Adored Elder Sister,,Shippuden,"December 04, 2014","June 27, 2017",Filler,"['Naruto Uzumaki', 'Hinata Hyūga', 'Hanabi Hyūga', 'Neji Hyūga', 'Hiashi Hyūga', 'Natsu Hyūga', 'Hyūga Elder']"
390,Hanabi's Decision,,Shippuden,"December 04, 2014","June 27, 2017",Filler,"['Naruto Uzumaki', 'Hinata Hyūga', 'Hanabi Hyūga', 'Neji Hyūga', 'Ino Yamanaka', 'Hiashi Hyūga', 'Natsu Hyūga', 'Hyūga Elder']"
391,Madara Uchiha Arises,Birth of the Ten-Tails' Jinchūriki,Shippuden,"December 11, 2014","June 27, 2017",Canon,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Kakashi Hatake', 'Kurama', 'Hashirama Senju', 'Minato Namikaze', 'Sai', 'Madara Uchiha', 'Obito Uchiha', 'Zetsu']"
392,The Hidden Heart (episode),Birth of the Ten-Tails' Jinchūriki,Shippuden,"December 18, 2014","June 27, 2017",Canon,"['Naruto Uzumaki', 'Minato Namikaze', 'Kakashi Hatake', 'Obito Uchiha', 'Madara Uchiha', 'Zetsu', 'Gaara', 'Killer B', 'C', 'Shukaku', 'Matatabi', 'Isobu', 'Son Gokū', 'Kokuō', 'Saiken', 'Chōmei', 'Gyūki', 'Kurama']"
393,A True Ending,Birth of the Ten-Tails' Jinchūriki,Shippuden,"December 25, 2014","June 27, 2017",Canon,"['Naruto Uzumaki', 'Sakura Haruno', 'Sasuke Uchiha', 'Gaara', 'Shukaku', 'Gyūki', 'Kurama', 'Zetsu', 'Madara Uchiha', 'Hashirama Senju', 'Tobirama Senju', 'Hiruzen Sarutobi', 'Tsunade', 'A (Fourth Raikage)', 'Mei Terumī', 'Ōnoki', 'Mifune', 'Shizune', 'Shikamaru Nara', 'Ino Yamanaka', 'Hinata Hyūga', 'Kiba Inuzuka', 'Shino Aburame', 'Orochimaru', 'Suigetsu', 'Jūgo', 'Karin']"
394,The New Chūnin Exams,In Naruto's Footsteps: The Friends' Paths,Shippuden,"January 08, 2015","June 27, 2017",Filler,"['Naruto Uzumaki', 'Jiraiya', 'Tsunade', 'Shizune', 'Gaara', 'Kankurō', 'Temari', 'Kakashi Hatake', 'Shikamaru Nara', 'Kiba Inuzuka', 'Neji Hyūga', 'Tenten', 'Rock Lee', 'Homura Mitokado', 'Koharu Utatane', 'Yūra', 'A (Fourth Raikage)', 'Killer B', 'Darui', 'C', 'Mei Terumī', 'Ao', 'Ōnoki', 'Akatsuchi', 'Genji']"
395,The Chūnin Exams Begin!,In Naruto's Footsteps: The Friends' Paths,Shippuden,"January 15, 2015","June 27, 2017",Filler,"['Naruto Uzumaki', 'Jiraiya', 'Sakura Haruno', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Shiho', 'Kakashi Hatake', 'Tsunade', 'Shizune', 'Asuma Sarutobi', 'Pain', 'Konan', 'Hanzō of the Salamander', 'Gaara', 'Kankurō', 'Fū', 'Kegon', 'Yōrō', 'Shibuki']"
396,The Three Questions,In Naruto's Footsteps: The Friends' Paths,Shippuden,"January 22, 2015","June 27, 2017",Filler,"['Naruto Uzumaki', 'Konohamaru', 'Moegi', 'Udon', 'Shikamaru Nara', 'Temari', 'Fū', 'Yōrō', 'Kotetsu Hagane', 'Izumo Kamizuki', 'Sakura Haruno', 'Ino Yamanaka', 'Hinata Hyūga', 'Tenten', 'Neji Hyūga', 'Chōji Akimichi', 'Kiba Inuzuka', 'Shino Aburame', 'Rock Lee', 'Ajisai', 'Matsuri', 'Suiren', 'Yukata', 'Mikoshi', 'Shibire', 'Minoji', 'Tanzō', 'Sajin (Genin)', 'Mujin', 'Mijin', 'Shira', 'Komugi', 'Gennai', 'Inaho']"
397,One Worthy as a Leader,In Naruto's Footsteps: The Friends' Paths,Shippuden,"January 29, 2015","June 27, 2017",Filler,"['Naruto Uzumaki', 'Sasuke Uchiha', 'Shikamaru Nara', 'Gaara', 'Kankurō', 'Temari', 'Tsunade', 'Danzō', 'Homura Mitokado', 'Koharu Utatane', 'Sakura Haruno', 'Ino Yamanaka', 'Hinata Hyūga', 'Tenten', 'Neji Hyūga', 'Kiba Inuzuka', 'Shino Aburame', 'Rock Lee', 'Izumo Kamizuki', 'Matsuri', 'Yukata', 'Mikoshi', 'Shibire', 'Minoji', 'Tanzō', 'Sajin (Genin)', 'Mujin', 'Mijin', 'Shira', 'Komugi', 'Gennai', 'Inaho']"
398,The Night Before the Second Exam,In Naruto's Footsteps: The Friends' Paths,Shippuden,"February 05, 2015","June 27, 2017",Filler,"['Sakura Haruno', 'Chōji Akimichi', 'Ino Yamanaka', 'Kiba Inuzuka', 'Neji Hyūga', 'Tenten', 'Rock Lee', 'Might Guy', 'Kakashi Hatake', 'Gaara', 'Kankurō', 'Temari', 'Tsunade', 'Asuma Sarutobi', 'Kurenai Yūhi', 'Fū', 'Kegon', 'Yōrō', 'Matsuri', 'Yukata', 'Mikoshi', 'Shibire', 'Kazami', 'Muyami', 'Burami', 'Shira', 'Ameno']"
399,Demon Desert Survival,In Naruto's Footsteps: The Friends' Paths,Shippuden,"February 12, 2015","June 27, 2017",Filler,"['Gaara', 'Neji Hyūga', 'Tenten', 'Rock Lee', 'Tsunade', 'Might Guy', 'Shira', 'Yome', 'Sen', 'Asuma Sarutobi', 'Kurenai Yūhi']"
400,As a Taijutsu User,In Naruto's Footsteps: The Friends' Paths,Shippuden,"February 19, 2015","June 27, 2017",Filler,"['Gaara', 'Neji Hyūga', 'Tenten', 'Rock Lee', 'Might Guy', 'Shira', 'Yome', 'Sen']"
401,The Ultimate,In Naruto's Footsteps: The Friends' Paths,Shippuden,"February 26, 2015","June 27, 2017",Filler,"['Gaara', 'Neji Hyūga', 'Tenten', 'Rock Lee', 'Might Guy', 'Shira', 'Yome', 'Sen', 'Fū', 'Kegon', 'Yōrō']"
402,Escape vs. Pursuit,In Naruto's Footsteps: The Friends' Paths,Shippuden,"March 05, 2015","June 27, 2017",Filler,"['Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Kazami', 'Muyami', 'Burami']"
403,Unwavering Gutsiness,In Naruto's Footsteps: The Friends' Paths,Shippuden,"March 12, 2015","October 10, 2017",Filler,"['Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Kazami', 'Muyami', 'Burami', 'Naruto Uzumaki']"
404,Tenten's Troubles,In Naruto's Footsteps: The Friends' Paths,Shippuden,"March 19, 2015","October 10, 2017",Filler,"['Tenten', 'Neji Hyūga', 'Rock Lee', 'Might Guy', 'Ajisai', 'Suiren', 'Fuyō', 'Konan', 'Kakashi Hatake', 'Komugi', 'Gennai', 'Inaho']"
405,The Imprisoned Pair,In Naruto's Footsteps: The Friends' Paths,Shippuden,"March 26, 2015","October 10, 2017",Filler,"['Tenten', 'Neji Hyūga', 'Rock Lee', 'Might Guy', 'Ajisai', 'Suiren', 'Fuyō', 'Konan', 'Komugi', 'Gennai', 'Inaho']"
406,The Place Where I Belong,In Naruto's Footsteps: The Friends' Paths,Shippuden,"April 02, 2015","October 10, 2017",Filler,"['Sakura Haruno', 'Chōji Akimichi', 'Ino Yamanaka', 'Ameno', 'Kōji (Suna)', 'Shishio', 'Tsunade', 'Asuma Sarutobi', 'Inoichi Yamanaka', 'Sasuke Uchiha']"
407,The Yamanaka Clan: Secret Ninjutsu,In Naruto's Footsteps: The Friends' Paths,Shippuden,"April 09, 2015","October 10, 2017",Filler,"['Sakura Haruno', 'Chōji Akimichi', 'Ino Yamanaka', 'Ameno', 'Kōji (Suna)', 'Shishio', 'Tsunade', 'Inoichi Yamanaka', 'Shikamaru Nara']"
408,The Cursed Puppet,In Naruto's Footsteps: The Friends' Paths,Shippuden,"April 16, 2015","October 10, 2017",Filler,"['Sakura Haruno', 'Ino Yamanaka', 'Chōji Akimichi', 'Tsunade', 'Sasuke Uchiha', 'Suigetsu', 'Karin', 'Orochimaru', 'Kabuto Yakushi', 'Saya', 'Mamushi', 'Sana']"
409,Their Backs,In Naruto's Footsteps: The Friends' Paths,Shippuden,"April 23, 2015","October 10, 2017",Filler,"['Sakura Haruno', 'Ino Yamanaka', 'Chōji Akimichi', 'Tsunade', 'Naruto Uzumaki', 'Jiraiya', 'Kurama', 'Gerotora', 'Saya', 'Mamushi', 'Sana']"
410,The Hidden Plot Set Into Motion,In Naruto's Footsteps: The Friends' Paths,Shippuden,"April 30, 2015","October 10, 2017",Filler,"['Gaara', 'Neji Hyūga', 'Tenten', 'Rock Lee', 'Kankurō', 'Temari', 'Fū', 'Kegon', 'Yōrō', 'Shibuki', 'Fugi', 'Hōichi', 'Matsuri', 'Yukata', 'Mikoshi', 'Suna Exploration Group']"
411,The Targeted Tailed Beast,In Naruto's Footsteps: The Friends' Paths,Shippuden,"May 07, 2015","October 10, 2017",Filler,"['Gaara', 'Neji Hyūga', 'Tenten', 'Rock Lee', 'Kankurō', 'Temari', 'Fū', 'Kegon', 'Yōrō', 'Matsuri', 'Yukata', 'Mikoshi', 'Hōichi', 'Might Guy', 'Asuma Sarutobi', 'Kurenai Yūhi', 'Shukaku', 'Suna Exploration Group']"
412,Neji's Judgment,In Naruto's Footsteps: The Friends' Paths,Shippuden,"May 14, 2015","October 10, 2017",Filler,"['Gaara', 'Neji Hyūga', 'Tenten', 'Rock Lee', 'Fū', 'Kegon', 'Yōrō', 'Hōichi', 'Matsuri', 'Might Guy', 'Asuma Sarutobi', 'Kurenai Yūhi', 'Shukaku']"
